booking_id,event_name,name,start_time,end_time,attendee_name,created_at,updated_at
2522,Performance Review,Keith,2023-06-16 13:30:00,2023-06-16 14:30:00,Ethan,2023-06-15 13:30:00,2023-06-16 12:30:00
2522,Performance Review,Keith,2023-06-16 13:30:00,2023-06-16 14:30:00,Keith,2023-06-15 13:30:00,2023-06-16 12:30:00
7607,Product Sales,Bailey,2023-12-22 17:45:00,2023-12-22 19:15:00,Charlotte,2023-12-17 17:45:00,2023-12-17 23:45:00
7607,Product Sales,Bailey,2023-12-22 17:45:00,2023-12-22 19:15:00,Lucas,2023-12-17 17:45:00,2023-12-17 23:45:00
7607,Product Sales,Bailey,2023-12-22 17:45:00,2023-12-22 19:15:00,Oliver,2023-12-17 17:45:00,2023-12-17 23:45:00
7607,Product Sales,Bailey,2023-12-22 17:45:00,2023-12-22 19:15:00,Amelia,2023-12-17 17:45:00,2023-12-17 23:45:00
7607,Product Sales,Bailey,2023-12-22 17:45:00,2023-12-22 19:15:00,Bailey,2023-12-17 17:45:00,2023-12-17 23:45:00
4527,Product Support,Keith,2023-09-25 14:45:00,2023-09-25 15:15:00,Olivia,2023-09-24 14:45:00,2023-09-25 07:45:00
4527,Product Support,Keith,2023-09-25 14:45:00,2023-09-25 15:15:00,Keith,2023-09-24 14:45:00,2023-09-25 07:45:00
4527,Product Support,Keith,2023-09-25 14:45:00,2023-09-25 15:15:00,Henry,2023-09-24 14:45:00,2023-09-25 07:45:00
4527,Product Support,Keith,2023-09-25 14:45:00,2023-09-25 15:15:00,Elizabeth,2023-09-24 14:45:00,2023-09-25 07:45:00
4527,Product Support,Keith,2023-09-25 14:45:00,2023-09-25 15:15:00,Max,2023-09-24 14:45:00,2023-09-25 07:45:00
3809,Performance Review,Bailey,2023-07-04 17:15:00,2023-07-04 18:45:00,Abigail,2023-07-02 17:15:00,2023-07-03 04:15:00
3809,Performance Review,Bailey,2023-07-04 17:15:00,2023-07-04 18:45:00,Bailey,2023-07-02 17:15:00,2023-07-03 04:15:00
2089,Product Strategy,Alex,2023-08-27 09:00:00,2023-08-27 09:45:00,Mia,2023-08-22 09:00:00,2023-08-23 03:00:00
2089,Product Strategy,Alex,2023-08-27 09:00:00,2023-08-27 09:45:00,Logan,2023-08-22 09:00:00,2023-08-23 03:00:00
2089,Product Strategy,Alex,2023-08-27 09:00:00,2023-08-27 09:45:00,Isabella,2023-08-22 09:00:00,2023-08-23 03:00:00
2089,Product Strategy,Alex,2023-08-27 09:00:00,2023-08-27 09:45:00,Amelia,2023-08-22 09:00:00,2023-08-23 03:00:00
2089,Product Strategy,Alex,2023-08-27 09:00:00,2023-08-27 09:45:00,Alex,2023-08-22 09:00:00,2023-08-23 03:00:00
4771,Annual Review,Keith,2023-04-17 11:15:00,2023-04-17 12:15:00,Isabella,2023-04-12 11:15:00,2023-04-12 18:15:00
4771,Annual Review,Keith,2023-04-17 11:15:00,2023-04-17 12:15:00,Amelia,2023-04-12 11:15:00,2023-04-12 18:15:00
4771,Annual Review,Keith,2023-04-17 11:15:00,2023-04-17 12:15:00,Emma,2023-04-12 11:15:00,2023-04-12 18:15:00
4771,Annual Review,Keith,2023-04-17 11:15:00,2023-04-17 12:15:00,Ethan,2023-04-12 11:15:00,2023-04-12 18:15:00
4771,Annual Review,Keith,2023-04-17 11:15:00,2023-04-17 12:15:00,Alex,2023-04-12 11:15:00,2023-04-12 18:15:00
4771,Annual Review,Keith,2023-04-17 11:15:00,2023-04-17 12:15:00,Keith,2023-04-12 11:15:00,2023-04-12 18:15:00
1601,Product Launch,Bailey,2023-10-26 09:00:00,2023-10-26 09:30:00,Logan,2023-10-21 09:00:00,2023-10-22 04:00:00
1601,Product Launch,Bailey,2023-10-26 09:00:00,2023-10-26 09:30:00,Amelia,2023-10-21 09:00:00,2023-10-22 04:00:00
1601,Product Launch,Bailey,2023-10-26 09:00:00,2023-10-26 09:30:00,Bailey,2023-10-21 09:00:00,2023-10-22 04:00:00
2330,Product Design,Bailey,2023-11-28 14:30:00,2023-11-28 15:00:00,Harper,2023-11-24 14:30:00,2023-11-24 20:30:00
2330,Product Design,Bailey,2023-11-28 14:30:00,2023-11-28 15:00:00,Bailey,2023-11-24 14:30:00,2023-11-24 20:30:00
5775,Quick Sync,Keith,2023-05-02 09:45:00,2023-05-02 10:15:00,Ethan,2023-04-29 09:45:00,2023-04-29 23:45:00
5775,Quick Sync,Keith,2023-05-02 09:45:00,2023-05-02 10:15:00,Harper,2023-04-29 09:45:00,2023-04-29 23:45:00
5775,Quick Sync,Keith,2023-05-02 09:45:00,2023-05-02 10:15:00,Evelyn,2023-04-29 09:45:00,2023-04-29 23:45:00
5775,Quick Sync,Keith,2023-05-02 09:45:00,2023-05-02 10:15:00,Oliver,2023-04-29 09:45:00,2023-04-29 23:45:00
5775,Quick Sync,Keith,2023-05-02 09:45:00,2023-05-02 10:15:00,Keith,2023-04-29 09:45:00,2023-04-29 23:45:00
7147,Product Roadmap,Alex,2023-03-02 09:30:00,2023-03-02 10:15:00,Ava,2023-02-25 09:30:00,2023-02-26 01:30:00
7147,Product Roadmap,Alex,2023-03-02 09:30:00,2023-03-02 10:15:00,Amelia,2023-02-25 09:30:00,2023-02-26 01:30:00
7147,Product Roadmap,Alex,2023-03-02 09:30:00,2023-03-02 10:15:00,Olivia,2023-02-25 09:30:00,2023-02-26 01:30:00
7147,Product Roadmap,Alex,2023-03-02 09:30:00,2023-03-02 10:15:00,Alex,2023-02-25 09:30:00,2023-02-26 01:30:00
8494,1:1,Keith,2023-09-13 17:45:00,2023-09-13 18:30:00,Sophia,2023-09-11 17:45:00,2023-09-12 15:45:00
8494,1:1,Keith,2023-09-13 17:45:00,2023-09-13 18:30:00,Keith,2023-09-11 17:45:00,2023-09-12 15:45:00
9860,1:1,Bailey,2023-04-08 10:30:00,2023-04-08 10:45:00,Max,2023-04-05 10:30:00,2023-04-06 02:30:00
9860,1:1,Bailey,2023-04-08 10:30:00,2023-04-08 10:45:00,Mia,2023-04-05 10:30:00,2023-04-06 02:30:00
9860,1:1,Bailey,2023-04-08 10:30:00,2023-04-08 10:45:00,Amelia,2023-04-05 10:30:00,2023-04-06 02:30:00
9860,1:1,Bailey,2023-04-08 10:30:00,2023-04-08 10:45:00,Abigail,2023-04-05 10:30:00,2023-04-06 02:30:00
9860,1:1,Bailey,2023-04-08 10:30:00,2023-04-08 10:45:00,Bailey,2023-04-05 10:30:00,2023-04-06 02:30:00
5303,Partnership Strategy,Max,2023-09-24 17:30:00,2023-09-24 18:15:00,Emily,2023-09-22 17:30:00,2023-09-22 21:30:00
5303,Partnership Strategy,Max,2023-09-24 17:30:00,2023-09-24 18:15:00,Olivia,2023-09-22 17:30:00,2023-09-22 21:30:00
5303,Partnership Strategy,Max,2023-09-24 17:30:00,2023-09-24 18:15:00,Amelia,2023-09-22 17:30:00,2023-09-22 21:30:00
5303,Partnership Strategy,Max,2023-09-24 17:30:00,2023-09-24 18:15:00,Mia,2023-09-22 17:30:00,2023-09-22 21:30:00
5303,Partnership Strategy,Max,2023-09-24 17:30:00,2023-09-24 18:15:00,Max,2023-09-22 17:30:00,2023-09-22 21:30:00
3222,Partnership Strategy,Bailey,2023-01-24 08:30:00,2023-01-24 09:00:00,Keith,2023-01-22 08:30:00,2023-01-22 23:30:00
3222,Partnership Strategy,Bailey,2023-01-24 08:30:00,2023-01-24 09:00:00,Liam,2023-01-22 08:30:00,2023-01-22 23:30:00
3222,Partnership Strategy,Bailey,2023-01-24 08:30:00,2023-01-24 09:00:00,Harper,2023-01-22 08:30:00,2023-01-22 23:30:00
3222,Partnership Strategy,Bailey,2023-01-24 08:30:00,2023-01-24 09:00:00,Bailey,2023-01-22 08:30:00,2023-01-22 23:30:00
1859,1:1,Max,2023-06-05 14:30:00,2023-06-05 15:30:00,Ethan,2023-06-04 14:30:00,2023-06-05 09:30:00
1859,1:1,Max,2023-06-05 14:30:00,2023-06-05 15:30:00,Sophia,2023-06-04 14:30:00,2023-06-05 09:30:00
1859,1:1,Max,2023-06-05 14:30:00,2023-06-05 15:30:00,Mason,2023-06-04 14:30:00,2023-06-05 09:30:00
1859,1:1,Max,2023-06-05 14:30:00,2023-06-05 15:30:00,Ava,2023-06-04 14:30:00,2023-06-05 09:30:00
1859,1:1,Max,2023-06-05 14:30:00,2023-06-05 15:30:00,Max,2023-06-04 14:30:00,2023-06-05 09:30:00
1138,Product Roadmap,Keith,2023-06-14 14:15:00,2023-06-14 15:00:00,Max,2023-06-11 14:15:00,2023-06-12 09:15:00
1138,Product Roadmap,Keith,2023-06-14 14:15:00,2023-06-14 15:00:00,Keith,2023-06-11 14:15:00,2023-06-12 09:15:00
1205,Product Support,Keith,2023-02-12 13:00:00,2023-02-12 13:45:00,Evelyn,2023-02-07 13:00:00,2023-02-08 13:00:00
1205,Product Support,Keith,2023-02-12 13:00:00,2023-02-12 13:45:00,Keith,2023-02-07 13:00:00,2023-02-08 13:00:00
7001,Product Support,Max,2023-05-24 12:15:00,2023-05-24 13:00:00,Ethan,2023-05-20 12:15:00,2023-05-21 07:15:00
7001,Product Support,Max,2023-05-24 12:15:00,2023-05-24 13:00:00,Liam,2023-05-20 12:15:00,2023-05-21 07:15:00
7001,Product Support,Max,2023-05-24 12:15:00,2023-05-24 13:00:00,Max,2023-05-20 12:15:00,2023-05-21 07:15:00
2157,Product Design,Alex,2023-06-09 12:00:00,2023-06-09 12:45:00,Lucas,2023-06-08 12:00:00,2023-06-08 17:00:00
2157,Product Design,Alex,2023-06-09 12:00:00,2023-06-09 12:45:00,Amelia,2023-06-08 12:00:00,2023-06-08 17:00:00
2157,Product Design,Alex,2023-06-09 12:00:00,2023-06-09 12:45:00,Evelyn,2023-06-08 12:00:00,2023-06-08 17:00:00
2157,Product Design,Alex,2023-06-09 12:00:00,2023-06-09 12:45:00,Ethan,2023-06-08 12:00:00,2023-06-08 17:00:00
2157,Product Design,Alex,2023-06-09 12:00:00,2023-06-09 12:45:00,Alex,2023-06-08 12:00:00,2023-06-08 17:00:00
2443,Product Sales,Keith,2023-02-04 12:00:00,2023-02-04 13:00:00,Elizabeth,2023-02-03 12:00:00,2023-02-03 21:00:00
2443,Product Sales,Keith,2023-02-04 12:00:00,2023-02-04 13:00:00,Ava,2023-02-03 12:00:00,2023-02-03 21:00:00
2443,Product Sales,Keith,2023-02-04 12:00:00,2023-02-04 13:00:00,Isabella,2023-02-03 12:00:00,2023-02-03 21:00:00
2443,Product Sales,Keith,2023-02-04 12:00:00,2023-02-04 13:00:00,Henry,2023-02-03 12:00:00,2023-02-03 21:00:00
2443,Product Sales,Keith,2023-02-04 12:00:00,2023-02-04 13:00:00,Charlotte,2023-02-03 12:00:00,2023-02-03 21:00:00
2443,Product Sales,Keith,2023-02-04 12:00:00,2023-02-04 13:00:00,Keith,2023-02-03 12:00:00,2023-02-03 21:00:00
5217,Product Sales,Alex,2023-01-23 08:45:00,2023-01-23 10:00:00,Oliver,2023-01-20 08:45:00,2023-01-21 04:45:00
5217,Product Sales,Alex,2023-01-23 08:45:00,2023-01-23 10:00:00,Alex,2023-01-20 08:45:00,2023-01-21 04:45:00
2571,Quick Sync,Alex,2023-12-01 11:00:00,2023-12-01 11:15:00,Emily,2023-11-28 11:00:00,2023-11-28 17:00:00
2571,Quick Sync,Alex,2023-12-01 11:00:00,2023-12-01 11:15:00,Ava,2023-11-28 11:00:00,2023-11-28 17:00:00
2571,Quick Sync,Alex,2023-12-01 11:00:00,2023-12-01 11:15:00,Oliver,2023-11-28 11:00:00,2023-11-28 17:00:00
2571,Quick Sync,Alex,2023-12-01 11:00:00,2023-12-01 11:15:00,Charlotte,2023-11-28 11:00:00,2023-11-28 17:00:00
2571,Quick Sync,Alex,2023-12-01 11:00:00,2023-12-01 11:15:00,Alex,2023-11-28 11:00:00,2023-11-28 17:00:00
2741,Fundraising,Alex,2023-01-23 09:45:00,2023-01-23 10:30:00,Keith,2023-01-20 09:45:00,2023-01-20 20:45:00
2741,Fundraising,Alex,2023-01-23 09:45:00,2023-01-23 10:30:00,Alex,2023-01-20 09:45:00,2023-01-20 20:45:00
8213,Product Roadmap,Bailey,2023-02-13 16:15:00,2023-02-13 17:00:00,Abigail,2023-02-12 16:15:00,2023-02-13 04:15:00
8213,Product Roadmap,Bailey,2023-02-13 16:15:00,2023-02-13 17:00:00,Alex,2023-02-12 16:15:00,2023-02-13 04:15:00
8213,Product Roadmap,Bailey,2023-02-13 16:15:00,2023-02-13 17:00:00,Evelyn,2023-02-12 16:15:00,2023-02-13 04:15:00
8213,Product Roadmap,Bailey,2023-02-13 16:15:00,2023-02-13 17:00:00,Bailey,2023-02-12 16:15:00,2023-02-13 04:15:00
9690,Partnership Strategy,Max,2023-11-03 17:45:00,2023-11-03 18:00:00,Isabella,2023-11-02 17:45:00,2023-11-02 23:45:00
9690,Partnership Strategy,Max,2023-11-03 17:45:00,2023-11-03 18:00:00,Ava,2023-11-02 17:45:00,2023-11-02 23:45:00
9690,Partnership Strategy,Max,2023-11-03 17:45:00,2023-11-03 18:00:00,Ethan,2023-11-02 17:45:00,2023-11-02 23:45:00
9690,Partnership Strategy,Max,2023-11-03 17:45:00,2023-11-03 18:00:00,Max,2023-11-02 17:45:00,2023-11-02 23:45:00
5743,Quick Sync,Alex,2023-12-27 11:30:00,2023-12-27 13:00:00,Evelyn,2023-12-26 11:30:00,2023-12-27 11:30:00
5743,Quick Sync,Alex,2023-12-27 11:30:00,2023-12-27 13:00:00,Alex,2023-12-26 11:30:00,2023-12-27 11:30:00
2481,Product Support,Bailey,2023-09-03 17:00:00,2023-09-03 17:15:00,Emily,2023-08-29 17:00:00,2023-08-30 12:00:00
2481,Product Support,Bailey,2023-09-03 17:00:00,2023-09-03 17:15:00,Amelia,2023-08-29 17:00:00,2023-08-30 12:00:00
2481,Product Support,Bailey,2023-09-03 17:00:00,2023-09-03 17:15:00,Bailey,2023-08-29 17:00:00,2023-08-30 12:00:00
2481,Product Support,Bailey,2023-09-03 17:00:00,2023-09-03 17:15:00,Olivia,2023-08-29 17:00:00,2023-08-30 12:00:00
2065,Product Strategy,Keith,2023-09-08 09:45:00,2023-09-08 10:45:00,Ava,2023-09-05 09:45:00,2023-09-05 14:45:00
2065,Product Strategy,Keith,2023-09-08 09:45:00,2023-09-08 10:45:00,Liam,2023-09-05 09:45:00,2023-09-05 14:45:00
2065,Product Strategy,Keith,2023-09-08 09:45:00,2023-09-08 10:45:00,Charlotte,2023-09-05 09:45:00,2023-09-05 14:45:00
2065,Product Strategy,Keith,2023-09-08 09:45:00,2023-09-08 10:45:00,Mia,2023-09-05 09:45:00,2023-09-05 14:45:00
2065,Product Strategy,Keith,2023-09-08 09:45:00,2023-09-08 10:45:00,Oliver,2023-09-05 09:45:00,2023-09-05 14:45:00
2065,Product Strategy,Keith,2023-09-08 09:45:00,2023-09-08 10:45:00,Keith,2023-09-05 09:45:00,2023-09-05 14:45:00
9958,Performance Review,Bailey,2023-04-23 15:45:00,2023-04-23 17:00:00,Henry,2023-04-22 15:45:00,2023-04-23 04:45:00
9958,Performance Review,Bailey,2023-04-23 15:45:00,2023-04-23 17:00:00,Ethan,2023-04-22 15:45:00,2023-04-23 04:45:00
9958,Performance Review,Bailey,2023-04-23 15:45:00,2023-04-23 17:00:00,Max,2023-04-22 15:45:00,2023-04-23 04:45:00
9958,Performance Review,Bailey,2023-04-23 15:45:00,2023-04-23 17:00:00,Bailey,2023-04-22 15:45:00,2023-04-23 04:45:00
1759,Fundraising,Max,2023-05-20 12:30:00,2023-05-20 12:45:00,Ava,2023-05-18 12:30:00,2023-05-18 13:30:00
1759,Fundraising,Max,2023-05-20 12:30:00,2023-05-20 12:45:00,Harper,2023-05-18 12:30:00,2023-05-18 13:30:00
1759,Fundraising,Max,2023-05-20 12:30:00,2023-05-20 12:45:00,Isabella,2023-05-18 12:30:00,2023-05-18 13:30:00
1759,Fundraising,Max,2023-05-20 12:30:00,2023-05-20 12:45:00,Evelyn,2023-05-18 12:30:00,2023-05-18 13:30:00
1759,Fundraising,Max,2023-05-20 12:30:00,2023-05-20 12:45:00,Max,2023-05-18 12:30:00,2023-05-18 13:30:00
8916,Product Strategy,Keith,2023-11-25 10:15:00,2023-11-25 10:45:00,Evelyn,2023-11-23 10:15:00,2023-11-24 01:15:00
8916,Product Strategy,Keith,2023-11-25 10:15:00,2023-11-25 10:45:00,Henry,2023-11-23 10:15:00,2023-11-24 01:15:00
8916,Product Strategy,Keith,2023-11-25 10:15:00,2023-11-25 10:45:00,Max,2023-11-23 10:15:00,2023-11-24 01:15:00
8916,Product Strategy,Keith,2023-11-25 10:15:00,2023-11-25 10:45:00,Liam,2023-11-23 10:15:00,2023-11-24 01:15:00
8916,Product Strategy,Keith,2023-11-25 10:15:00,2023-11-25 10:45:00,Keith,2023-11-23 10:15:00,2023-11-24 01:15:00
6087,1:1,Max,2023-02-05 11:15:00,2023-02-05 12:00:00,Logan,2023-02-02 11:15:00,2023-02-03 00:15:00
6087,1:1,Max,2023-02-05 11:15:00,2023-02-05 12:00:00,Bailey,2023-02-02 11:15:00,2023-02-03 00:15:00
6087,1:1,Max,2023-02-05 11:15:00,2023-02-05 12:00:00,Ethan,2023-02-02 11:15:00,2023-02-03 00:15:00
6087,1:1,Max,2023-02-05 11:15:00,2023-02-05 12:00:00,Max,2023-02-02 11:15:00,2023-02-03 00:15:00
3849,1:1,Keith,2023-02-28 10:00:00,2023-02-28 11:30:00,Ava,2023-02-27 10:00:00,2023-02-28 09:00:00
3849,1:1,Keith,2023-02-28 10:00:00,2023-02-28 11:30:00,Liam,2023-02-27 10:00:00,2023-02-28 09:00:00
3849,1:1,Keith,2023-02-28 10:00:00,2023-02-28 11:30:00,Logan,2023-02-27 10:00:00,2023-02-28 09:00:00
3849,1:1,Keith,2023-02-28 10:00:00,2023-02-28 11:30:00,Emily,2023-02-27 10:00:00,2023-02-28 09:00:00
3849,1:1,Keith,2023-02-28 10:00:00,2023-02-28 11:30:00,Amelia,2023-02-27 10:00:00,2023-02-28 09:00:00
3849,1:1,Keith,2023-02-28 10:00:00,2023-02-28 11:30:00,Keith,2023-02-27 10:00:00,2023-02-28 09:00:00
5103,Product Marketing,Keith,2023-10-04 12:00:00,2023-10-04 12:45:00,Sophia,2023-09-30 12:00:00,2023-10-01 05:00:00
5103,Product Marketing,Keith,2023-10-04 12:00:00,2023-10-04 12:45:00,Lucas,2023-09-30 12:00:00,2023-10-01 05:00:00
5103,Product Marketing,Keith,2023-10-04 12:00:00,2023-10-04 12:45:00,Keith,2023-09-30 12:00:00,2023-10-01 05:00:00
8723,Partnership Strategy,Keith,2023-10-13 13:15:00,2023-10-13 13:45:00,Elizabeth,2023-10-12 13:15:00,2023-10-12 17:15:00
8723,Partnership Strategy,Keith,2023-10-13 13:15:00,2023-10-13 13:45:00,Logan,2023-10-12 13:15:00,2023-10-12 17:15:00
8723,Partnership Strategy,Keith,2023-10-13 13:15:00,2023-10-13 13:45:00,Ethan,2023-10-12 13:15:00,2023-10-12 17:15:00
8723,Partnership Strategy,Keith,2023-10-13 13:15:00,2023-10-13 13:45:00,Charlotte,2023-10-12 13:15:00,2023-10-12 17:15:00
8723,Partnership Strategy,Keith,2023-10-13 13:15:00,2023-10-13 13:45:00,Henry,2023-10-12 13:15:00,2023-10-12 17:15:00
8723,Partnership Strategy,Keith,2023-10-13 13:15:00,2023-10-13 13:45:00,Keith,2023-10-12 13:15:00,2023-10-12 17:15:00
6437,Product Support,Keith,2023-09-19 10:30:00,2023-09-19 11:00:00,Alex,2023-09-14 10:30:00,2023-09-14 15:30:00
6437,Product Support,Keith,2023-09-19 10:30:00,2023-09-19 11:00:00,Ava,2023-09-14 10:30:00,2023-09-14 15:30:00
6437,Product Support,Keith,2023-09-19 10:30:00,2023-09-19 11:00:00,Ethan,2023-09-14 10:30:00,2023-09-14 15:30:00
6437,Product Support,Keith,2023-09-19 10:30:00,2023-09-19 11:00:00,Keith,2023-09-14 10:30:00,2023-09-14 15:30:00
5460,Fundraising,Max,2023-02-22 17:00:00,2023-02-22 18:00:00,Amelia,2023-02-17 17:00:00,2023-02-17 20:00:00
5460,Fundraising,Max,2023-02-22 17:00:00,2023-02-22 18:00:00,Max,2023-02-17 17:00:00,2023-02-17 20:00:00
3146,Product Marketing,Alex,2023-05-03 10:15:00,2023-05-03 11:15:00,Mason,2023-05-02 10:15:00,2023-05-03 02:15:00
3146,Product Marketing,Alex,2023-05-03 10:15:00,2023-05-03 11:15:00,Lucas,2023-05-02 10:15:00,2023-05-03 02:15:00
3146,Product Marketing,Alex,2023-05-03 10:15:00,2023-05-03 11:15:00,Oliver,2023-05-02 10:15:00,2023-05-03 02:15:00
3146,Product Marketing,Alex,2023-05-03 10:15:00,2023-05-03 11:15:00,Alex,2023-05-02 10:15:00,2023-05-03 02:15:00
4719,Product Sales,Alex,2023-11-04 16:15:00,2023-11-04 16:30:00,Ethan,2023-10-30 16:15:00,2023-10-31 04:15:00
4719,Product Sales,Alex,2023-11-04 16:15:00,2023-11-04 16:30:00,Liam,2023-10-30 16:15:00,2023-10-31 04:15:00
4719,Product Sales,Alex,2023-11-04 16:15:00,2023-11-04 16:30:00,Alex,2023-10-30 16:15:00,2023-10-31 04:15:00
9291,Product Marketing,Max,2023-01-19 09:00:00,2023-01-19 09:45:00,Olivia,2023-01-14 09:00:00,2023-01-14 23:00:00
9291,Product Marketing,Max,2023-01-19 09:00:00,2023-01-19 09:45:00,Evelyn,2023-01-14 09:00:00,2023-01-14 23:00:00
