id,uid,title,createdAt,timeStatus,eventTypeId,eventLength,startTime,endTime,paid,userEmail,username
10146,41b974d7-27f2-4ba8-92eb-77f19f811420,Single Event,Fri Nov 24 2023 06:39:17 GMT-0500 (Eastern Standard Time),completed,22,60,Sat Nov 25 2023 06:39:17 GMT-0500 (Eastern Standard Time),Sat Nov 25 2023 06:44:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10158,198a3b57-3fd4-4c23-abb0-f084706109a1,Single Event Admin,Fri Nov 17 2023 03:05:17 GMT-0500 (Eastern Standard Time),completed,21,60,Sat Nov 18 2023 03:05:17 GMT-0500 (Eastern Standard Time),Sat Nov 18 2023 03:30:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10161,ed7c64da-08c0-4f54-a814-8ef8c5df7de2,Single Event,Sat Nov 11 2023 21:25:17 GMT-0500 (Eastern Standard Time),completed,22,60,Sun Nov 12 2023 21:25:17 GMT-0500 (Eastern Standard Time),Sun Nov 12 2023 22:15:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10166,f3bbdbe4-b35f-4d1b-b70a-fbcfff8705e5,Single Event,Sat Dec 02 2023 14:55:17 GMT-0500 (Eastern Standard Time),uncompleted,22,60,Sun Dec 03 2023 14:55:17 GMT-0500 (Eastern Standard Time),Sun Dec 03 2023 15:45:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10170,2410c0bb-7268-4037-8477-e192edaa9b96,Single Event,Tue Nov 28 2023 22:53:17 GMT-0500 (Eastern Standard Time),rescheduled,22,60,Wed Nov 29 2023 22:53:17 GMT-0500 (Eastern Standard Time),Wed Nov 29 2023 22:56:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10179,6d1210a3-8fd0-4b03-9ac1-17b7b0c80928,Single Event,Mon Nov 20 2023 03:52:17 GMT-0500 (Eastern Standard Time),completed,22,60,Tue Nov 21 2023 03:52:17 GMT-0500 (Eastern Standard Time),Tue Nov 21 2023 04:07:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10181,caae2c26-a840-407d-863d-5ae82ab96b3b,Single Event Admin,Wed Nov 15 2023 04:59:17 GMT-0500 (Eastern Standard Time),completed,21,60,Thu Nov 16 2023 04:59:17 GMT-0500 (Eastern Standard Time),Thu Nov 16 2023 05:07:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10185,c79491e3-460f-4022-ae9e-a5b984127a0a,Single Event,Mon Nov 20 2023 09:52:17 GMT-0500 (Eastern Standard Time),completed,22,60,Tue Nov 21 2023 09:52:17 GMT-0500 (Eastern Standard Time),Tue Nov 21 2023 10:42:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10192,ed94b6af-3a8f-4192-afe9-aa2d4a56a9da,Single Event Admin,Mon Nov 13 2023 23:10:17 GMT-0500 (Eastern Standard Time),completed,21,60,Tue Nov 14 2023 23:10:17 GMT-0500 (Eastern Standard Time),Tue Nov 14 2023 23:19:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10201,5c7f14fd-4b2b-4733-aeff-18abf64b1e29,Single Event Admin,Tue Nov 07 2023 07:39:17 GMT-0500 (Eastern Standard Time),completed,21,60,Wed Nov 08 2023 07:39:17 GMT-0500 (Eastern Standard Time),Wed Nov 08 2023 08:30:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10205,7a4296d1-a7db-4940-9896-a9313b18c933,Single Event,Tue Nov 07 2023 03:56:17 GMT-0500 (Eastern Standard Time),completed,22,60,Wed Nov 08 2023 03:56:17 GMT-0500 (Eastern Standard Time),Wed Nov 08 2023 04:44:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10225,5d175a85-a7fd-4023-a549-aceee9bddf25,Single Event Admin,Mon Nov 20 2023 21:39:17 GMT-0500 (Eastern Standard Time),completed,21,60,Tue Nov 21 2023 21:39:17 GMT-0500 (Eastern Standard Time),Tue Nov 21 2023 22:22:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10262,23fcc6e9-ad2b-4e8d-80b7-598a2f9d14b8,Single Event,Sun Nov 19 2023 16:54:17 GMT-0500 (Eastern Standard Time),completed,22,60,Mon Nov 20 2023 16:54:17 GMT-0500 (Eastern Standard Time),Mon Nov 20 2023 17:06:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10270,8221bbe0-3b4e-4b36-b15f-e2f8eea8bdf5,Single Event,Fri Nov 24 2023 02:10:17 GMT-0500 (Eastern Standard Time),completed,22,60,Sat Nov 25 2023 02:10:17 GMT-0500 (Eastern Standard Time),Sat Nov 25 2023 03:05:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10285,e98e7f69-9894-4d62-a0ba-4e8b90f25db1,Single Event,Mon Nov 13 2023 06:19:17 GMT-0500 (Eastern Standard Time),completed,22,60,Tue Nov 14 2023 06:19:17 GMT-0500 (Eastern Standard Time),Tue Nov 14 2023 07:14:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10308,acd30f6a-31f1-4f8a-b023-51f38944283c,Single Event,Thu Nov 23 2023 07:31:17 GMT-0500 (Eastern Standard Time),completed,22,60,Fri Nov 24 2023 07:31:17 GMT-0500 (Eastern Standard Time),Fri Nov 24 2023 08:25:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10317,98dc34c0-0b28-4bc1-8ea3-f2f7be5abbb4,Single Event,Sun Nov 26 2023 02:33:17 GMT-0500 (Eastern Standard Time),completed,22,60,Mon Nov 27 2023 02:33:17 GMT-0500 (Eastern Standard Time),Mon Nov 27 2023 02:35:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10357,b01a53dd-6b43-4f1e-9a50-4945426c1276,Single Event Admin,Thu Nov 02 2023 22:20:17 GMT-0400 (Eastern Daylight Time),completed,21,60,Fri Nov 03 2023 22:20:17 GMT-0400 (Eastern Daylight Time),Fri Nov 03 2023 22:48:17 GMT-0400 (Eastern Daylight Time),false,insights@example.com,insights-admin
10362,8d013c89-63d7-43d5-ab53-46b88ff110c1,Single Event Admin,Sat Nov 04 2023 22:13:17 GMT-0400 (Eastern Daylight Time),completed,21,60,Sun Nov 05 2023 22:13:17 GMT-0500 (Eastern Standard Time),Sun Nov 05 2023 23:12:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10370,9610a862-f30a-4fc2-b950-574b72d7fd94,Single Event,Wed Nov 22 2023 06:41:17 GMT-0500 (Eastern Standard Time),completed,22,60,Thu Nov 23 2023 06:41:17 GMT-0500 (Eastern Standard Time),Thu Nov 23 2023 06:50:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10375,ffcdc8d9-b9c1-440b-8bcc-80dd84719eae,Single Event,Fri Nov 03 2023 18:34:17 GMT-0400 (Eastern Daylight Time),completed,22,60,Sat Nov 04 2023 18:34:17 GMT-0400 (Eastern Daylight Time),Sat Nov 04 2023 19:31:17 GMT-0400 (Eastern Daylight Time),false,insightsuser@example.com,insights-user
10390,e83d1bec-6ba7-4314-98c0-59577321d0ea,Single Event,Mon Nov 20 2023 14:07:17 GMT-0500 (Eastern Standard Time),completed,22,60,Tue Nov 21 2023 14:07:17 GMT-0500 (Eastern Standard Time),Tue Nov 21 2023 14:56:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10405,af1c9782-0319-4ac1-948b-d4ecb4de47d5,Single Event Admin,Wed Nov 29 2023 14:09:17 GMT-0500 (Eastern Standard Time),completed,21,60,Thu Nov 30 2023 14:09:17 GMT-0500 (Eastern Standard Time),Thu Nov 30 2023 14:58:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10416,751ab04c-ea1a-47f8-a259-f01e4eae26e1,Single Event,Sun Nov 19 2023 15:24:17 GMT-0500 (Eastern Standard Time),completed,22,60,Mon Nov 20 2023 15:24:17 GMT-0500 (Eastern Standard Time),Mon Nov 20 2023 15:58:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10421,a338761c-f20e-4e69-bcde-301299de5c25,Single Event,Fri Nov 17 2023 13:58:17 GMT-0500 (Eastern Standard Time),completed,22,60,Sat Nov 18 2023 13:58:17 GMT-0500 (Eastern Standard Time),Sat Nov 18 2023 14:06:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10454,4e738ae9-7f6a-4150-bdc3-b69d77c9825c,Single Event,Tue Nov 28 2023 00:57:17 GMT-0500 (Eastern Standard Time),completed,22,60,Wed Nov 29 2023 00:57:17 GMT-0500 (Eastern Standard Time),Wed Nov 29 2023 01:48:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10456,622b326c-1a7a-4e62-9307-9299e37dc868,Single Event,Thu Nov 23 2023 20:35:17 GMT-0500 (Eastern Standard Time),completed,22,60,Fri Nov 24 2023 20:35:17 GMT-0500 (Eastern Standard Time),Fri Nov 24 2023 20:50:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10471,339e126c-16cf-452c-8098-80541d200d95,Single Event Admin,Tue Nov 28 2023 05:16:17 GMT-0500 (Eastern Standard Time),completed,21,60,Wed Nov 29 2023 05:16:17 GMT-0500 (Eastern Standard Time),Wed Nov 29 2023 06:03:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10508,b81aa344-de2c-4b6f-8798-6533404ca89c,Single Event Admin,Thu Nov 09 2023 05:07:17 GMT-0500 (Eastern Standard Time),completed,21,60,Fri Nov 10 2023 05:07:17 GMT-0500 (Eastern Standard Time),Fri Nov 10 2023 05:12:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10514,e60b7aad-13c3-4da3-9deb-d6f29b9efc68,Single Event Admin,Thu Nov 16 2023 19:56:17 GMT-0500 (Eastern Standard Time),completed,21,60,Fri Nov 17 2023 19:56:17 GMT-0500 (Eastern Standard Time),Fri Nov 17 2023 20:36:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10536,dc0580fe-c56f-44dc-9d76-e5f24debad80,Single Event,Sun Nov 12 2023 12:35:17 GMT-0500 (Eastern Standard Time),completed,22,60,Mon Nov 13 2023 12:35:17 GMT-0500 (Eastern Standard Time),Mon Nov 13 2023 13:34:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10543,f11e86ff-6e6b-439a-ad85-7da209aac03e,Single Event Admin,Tue Nov 14 2023 18:58:17 GMT-0500 (Eastern Standard Time),completed,21,60,Wed Nov 15 2023 18:58:17 GMT-0500 (Eastern Standard Time),Wed Nov 15 2023 19:21:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10558,b9fe9d25-98e3-4de2-804a-d77fa043509e,Single Event Admin,Tue Nov 07 2023 20:03:17 GMT-0500 (Eastern Standard Time),completed,21,60,Wed Nov 08 2023 20:03:17 GMT-0500 (Eastern Standard Time),Wed Nov 08 2023 20:44:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10567,57550d85-b0c6-4812-b50f-168ea17f6048,Single Event Admin,Thu Nov 16 2023 21:29:17 GMT-0500 (Eastern Standard Time),completed,21,60,Fri Nov 17 2023 21:29:17 GMT-0500 (Eastern Standard Time),Fri Nov 17 2023 22:22:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10577,ceaf8693-aa0e-4407-bc43-b890ff4054e6,Single Event Admin,Mon Nov 27 2023 01:16:17 GMT-0500 (Eastern Standard Time),rescheduled,21,60,Tue Nov 28 2023 01:16:17 GMT-0500 (Eastern Standard Time),Tue Nov 28 2023 01:16:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10586,30e62ebd-d6a0-4d93-8dde-b8ec594ce245,Single Event,Fri Nov 17 2023 16:13:17 GMT-0500 (Eastern Standard Time),completed,22,60,Sat Nov 18 2023 16:13:17 GMT-0500 (Eastern Standard Time),Sat Nov 18 2023 17:09:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10587,c074afb3-ca53-41df-8659-a20f36eb8156,Single Event,Tue Nov 07 2023 09:56:17 GMT-0500 (Eastern Standard Time),completed,22,60,Wed Nov 08 2023 09:56:17 GMT-0500 (Eastern Standard Time),Wed Nov 08 2023 10:37:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10590,924674ed-2558-4082-92e2-3e534a759cdb,Single Event,Fri Nov 24 2023 11:07:17 GMT-0500 (Eastern Standard Time),rescheduled,22,60,Sat Nov 25 2023 11:07:17 GMT-0500 (Eastern Standard Time),Sat Nov 25 2023 11:20:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10608,c944ed70-8a54-4ae5-830b-d91205a66791,Single Event Admin,Mon Nov 06 2023 19:28:17 GMT-0500 (Eastern Standard Time),completed,21,60,Tue Nov 07 2023 19:28:17 GMT-0500 (Eastern Standard Time),Tue Nov 07 2023 19:44:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10622,b4fedcb5-c8c1-47a3-a93a-e221eb816415,Single Event Admin,Thu Nov 09 2023 06:35:17 GMT-0500 (Eastern Standard Time),completed,21,60,Fri Nov 10 2023 06:35:17 GMT-0500 (Eastern Standard Time),Fri Nov 10 2023 06:38:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10627,b17910d5-dc16-4176-9e9e-ab0c0945537e,Single Event,Sun Nov 12 2023 11:41:17 GMT-0500 (Eastern Standard Time),completed,22,60,Mon Nov 13 2023 11:41:17 GMT-0500 (Eastern Standard Time),Mon Nov 13 2023 11:52:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10629,6974edce-6985-4b75-8eca-5a95bbd2c163,Single Event Admin,Fri Nov 10 2023 18:51:17 GMT-0500 (Eastern Standard Time),rescheduled,21,60,Sat Nov 11 2023 18:51:17 GMT-0500 (Eastern Standard Time),Sat Nov 11 2023 19:38:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10630,a7e22aa2-b9cb-4660-87b6-b8201f2fc5e7,Single Event,Sun Nov 12 2023 13:05:17 GMT-0500 (Eastern Standard Time),completed,22,60,Mon Nov 13 2023 13:05:17 GMT-0500 (Eastern Standard Time),Mon Nov 13 2023 13:46:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10653,34262676-310a-4711-9cab-b0757b60d764,Single Event,Wed Nov 08 2023 03:41:17 GMT-0500 (Eastern Standard Time),completed,22,60,Thu Nov 09 2023 03:41:17 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 04:11:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10659,5eac0aa6-143b-4540-9b91-478ca57eda80,Single Event,Wed Nov 15 2023 07:52:17 GMT-0500 (Eastern Standard Time),completed,22,60,Thu Nov 16 2023 07:52:17 GMT-0500 (Eastern Standard Time),Thu Nov 16 2023 07:55:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10677,4306b83d-1169-4931-9cb7-eee71a28738b,Single Event Admin,Tue Nov 21 2023 04:22:17 GMT-0500 (Eastern Standard Time),completed,21,60,Wed Nov 22 2023 04:22:17 GMT-0500 (Eastern Standard Time),Wed Nov 22 2023 04:46:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10686,f135f991-376b-4a22-aa46-dcd50bab097e,Single Event,Mon Nov 20 2023 19:19:17 GMT-0500 (Eastern Standard Time),completed,22,60,Tue Nov 21 2023 19:19:17 GMT-0500 (Eastern Standard Time),Tue Nov 21 2023 20:08:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10706,adf4b8fa-c222-4bdb-b885-3f844d43e942,Single Event,Tue Nov 14 2023 16:41:17 GMT-0500 (Eastern Standard Time),completed,22,60,Wed Nov 15 2023 16:41:17 GMT-0500 (Eastern Standard Time),Wed Nov 15 2023 17:32:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10725,eb3d996a-4804-4d49-b5b0-f3face104002,Single Event Admin,Wed Nov 29 2023 04:34:17 GMT-0500 (Eastern Standard Time),completed,21,60,Thu Nov 30 2023 04:34:17 GMT-0500 (Eastern Standard Time),Thu Nov 30 2023 04:37:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10730,75dc98e7-a39f-4e71-aa62-c3f63f5f9916,Single Event,Sat Nov 25 2023 03:59:17 GMT-0500 (Eastern Standard Time),completed,22,60,Sun Nov 26 2023 03:59:17 GMT-0500 (Eastern Standard Time),Sun Nov 26 2023 04:51:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10755,b64afe56-8bff-43bd-9562-657c7d45ebb2,Single Event Admin,Sun Nov 05 2023 05:48:17 GMT-0500 (Eastern Standard Time),completed,21,60,Mon Nov 06 2023 05:48:17 GMT-0500 (Eastern Standard Time),Mon Nov 06 2023 06:26:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10770,99bdc4b3-f17f-4465-a755-acbf3b447c8b,Single Event Admin,Sat Nov 04 2023 18:52:17 GMT-0400 (Eastern Daylight Time),completed,21,60,Sun Nov 05 2023 18:52:17 GMT-0500 (Eastern Standard Time),Sun Nov 05 2023 19:35:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10781,84eafdf0-0391-4932-be38-92b9f2db1fa1,Single Event,Tue Nov 21 2023 18:37:17 GMT-0500 (Eastern Standard Time),completed,22,60,Wed Nov 22 2023 18:37:17 GMT-0500 (Eastern Standard Time),Wed Nov 22 2023 18:53:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10785,0af45dcd-0610-4ddb-ac49-2687bf303821,Single Event Admin,Sun Nov 19 2023 07:56:17 GMT-0500 (Eastern Standard Time),completed,21,60,Mon Nov 20 2023 07:56:17 GMT-0500 (Eastern Standard Time),Mon Nov 20 2023 08:13:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10795,d5247d36-0275-4425-a2cf-6425e80e96e3,Single Event Admin,Sat Nov 25 2023 04:25:17 GMT-0500 (Eastern Standard Time),completed,21,60,Sun Nov 26 2023 04:25:17 GMT-0500 (Eastern Standard Time),Sun Nov 26 2023 04:46:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10796,b313a540-56e0-4e99-8a10-f7b52e85ae24,Single Event Admin,Sat Nov 25 2023 02:26:17 GMT-0500 (Eastern Standard Time),completed,21,60,Sun Nov 26 2023 02:26:17 GMT-0500 (Eastern Standard Time),Sun Nov 26 2023 03:23:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10847,6e7098f7-4d5d-4172-a8e9-9a64d95db75b,Single Event,Thu Nov 23 2023 13:09:17 GMT-0500 (Eastern Standard Time),completed,22,60,Fri Nov 24 2023 13:09:17 GMT-0500 (Eastern Standard Time),Fri Nov 24 2023 13:43:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10850,9546569f-e7e8-4ca1-9141-99b8027d24e0,Single Event,Tue Nov 14 2023 18:01:17 GMT-0500 (Eastern Standard Time),completed,22,60,Wed Nov 15 2023 18:01:17 GMT-0500 (Eastern Standard Time),Wed Nov 15 2023 18:08:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10856,02deb4e5-ddae-4087-9f2c-efa88adf521f,Single Event,Thu Nov 23 2023 12:55:17 GMT-0500 (Eastern Standard Time),completed,22,60,Fri Nov 24 2023 12:55:17 GMT-0500 (Eastern Standard Time),Fri Nov 24 2023 13:07:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10858,fe89bde1-c0eb-40c5-9ada-50e561c90c8c,Single Event,Tue Nov 28 2023 10:42:17 GMT-0500 (Eastern Standard Time),completed,22,60,Wed Nov 29 2023 10:42:17 GMT-0500 (Eastern Standard Time),Wed Nov 29 2023 11:37:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10884,df3f9770-715c-4e74-84e2-7f2a58ff175f,Single Event,Thu Nov 30 2023 10:09:17 GMT-0500 (Eastern Standard Time),completed,22,60,Fri Dec 01 2023 10:09:17 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 10:15:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10895,94dd21ba-e333-405d-8747-8fa1f49155a9,Single Event,Wed Nov 29 2023 08:20:17 GMT-0500 (Eastern Standard Time),completed,22,60,Thu Nov 30 2023 08:20:17 GMT-0500 (Eastern Standard Time),Thu Nov 30 2023 08:24:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10900,e99f4383-b118-45a6-98ba-e2d5f759c605,Single Event Admin,Mon Nov 13 2023 22:02:17 GMT-0500 (Eastern Standard Time),completed,21,60,Tue Nov 14 2023 22:02:17 GMT-0500 (Eastern Standard Time),Tue Nov 14 2023 22:18:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10901,08bac836-1eb3-443f-9c36-2775cb3ebeeb,Single Event,Wed Nov 29 2023 08:58:17 GMT-0500 (Eastern Standard Time),completed,22,60,Thu Nov 30 2023 08:58:17 GMT-0500 (Eastern Standard Time),Thu Nov 30 2023 09:53:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10916,78f3a6da-2757-4b11-aed7-87cdc318b4d1,Single Event,Sat Nov 11 2023 04:35:17 GMT-0500 (Eastern Standard Time),completed,22,60,Sun Nov 12 2023 04:35:17 GMT-0500 (Eastern Standard Time),Sun Nov 12 2023 04:45:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10920,9d191808-7fb1-449b-82de-41905410ae57,Single Event,Wed Nov 22 2023 08:39:17 GMT-0500 (Eastern Standard Time),rescheduled,22,60,Thu Nov 23 2023 08:39:17 GMT-0500 (Eastern Standard Time),Thu Nov 23 2023 09:16:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
10927,d0c9ab83-ec38-4e27-8eaf-9a8647da0dbe,Single Event Admin,Sat Nov 11 2023 12:45:17 GMT-0500 (Eastern Standard Time),completed,21,60,Sun Nov 12 2023 12:45:17 GMT-0500 (Eastern Standard Time),Sun Nov 12 2023 12:49:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10951,d1227ed9-43af-40a4-a699-eeffc6ccc114,Single Event Admin,Sun Nov 12 2023 21:35:17 GMT-0500 (Eastern Standard Time),completed,21,60,Mon Nov 13 2023 21:35:17 GMT-0500 (Eastern Standard Time),Mon Nov 13 2023 21:40:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
10973,fbc8b6a1-02b9-49d8-a82a-bd13ce274781,Single Event Admin,Thu Nov 09 2023 05:16:17 GMT-0500 (Eastern Standard Time),completed,21,60,Fri Nov 10 2023 05:16:17 GMT-0500 (Eastern Standard Time),Fri Nov 10 2023 05:26:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
11004,1ce6b80a-ba8f-4dbc-8cad-6aa532b9bfd5,Single Event Admin,Tue Nov 14 2023 07:40:17 GMT-0500 (Eastern Standard Time),completed,21,60,Wed Nov 15 2023 07:40:17 GMT-0500 (Eastern Standard Time),Wed Nov 15 2023 08:06:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
11020,3beaa287-f504-447a-b862-962ab52fea32,Single Event,Tue Nov 21 2023 08:34:17 GMT-0500 (Eastern Standard Time),completed,22,60,Wed Nov 22 2023 08:34:17 GMT-0500 (Eastern Standard Time),Wed Nov 22 2023 09:09:17 GMT-0500 (Eastern Standard Time),false,insightsuser@example.com,insights-user
11022,5fe5eb62-0be8-41a3-961a-859037dd267d,Single Event Admin,Tue Nov 14 2023 04:05:17 GMT-0500 (Eastern Standard Time),completed,21,60,Wed Nov 15 2023 04:05:17 GMT-0500 (Eastern Standard Time),Wed Nov 15 2023 04:27:17 GMT-0500 (Eastern Standard Time),false,insights@example.com,insights-admin
